pe_ratio,debt_to_equity,roe,revenue_growth,rsi,macd_signal,bollinger_position,volume_ratio,market_cap,sector,news_sentiment,analyst_rating,future_return
9.43,1.51,0.0134,0.1855,42.32,-0.575,0.2088,0.96,9022.93,Technology,-1.3242,3.89,-0.1442
17.1,2.94,0.2246,0.2292,73.98,1.9356,0.9472,1.56,5208.49,Finance,1.4784,1.48,0.1685
18.51,1.91,0.1644,0.0827,67.15,1.2474,0.0035,1.27,1766.73,Finance,0.5287,2.85,0.0912
7.7,2.09,-0.0099,0.4513,21.33,0.0312,0.8915,0.93,185453.77,Energy,-0.5314,4.43,0.1259
11.95,7.35,0.1811,0.2036,33.91,0.3417,0.7369,0.44,2590.11,Energy,-1.6511,2.97,-0.2608
67.61,1.4,0.1938,0.0435,51.31,0.0245,0.1721,0.6,1260.14,Consumer,-3.1412,4.24,-0.3
48.52,1.36,0.13,-0.0424,63.78,-0.8623,0.4722,1.27,6897.32,Consumer,1.1595,4.1,0.1028
17.27,1.77,0.2478,-0.0662,54.29,-0.0051,0.9889,0.43,606239.52,Consumer,1.2366,1.64,0.1078
12.56,3.14,0.1373,0.1303,47.3,0.9817,0.6437,0.85,1566.9,Energy,-0.5717,2.32,-0.1575
13.41,0.67,0.0067,0.0067,44.32,-0.2523,0.1274,1.02,33497.65,Energy,-0.8021,4.06,-0.0902
19.9,0.51,0.1492,0.3311,49.83,0.8395,0.4576,1.78,4950.96,Healthcare,0.0245,1.64,-0.1138
5.38,1.16,0.1396,0.2999,43.44,-1.6733,0.4682,1.36,13221.7,Finance,-0.0806,2.69,0.061
9.92,0.62,0.0717,0.175,54.13,-1.2078,0.8023,1.62,51244.41,Energy,0.9731,1.55,0.0972
3.21,1.28,0.1659,-0.0968,88.8,-1.4686,0.9162,1.16,259.98,Technology,-0.0035,1.94,-0.051
16.77,2.23,-0.0134,-0.0208,63.28,-1.1303,0.0822,0.66,1349.27,Healthcare,0.9826,2.14,0.0413
20.45,0.97,0.1992,0.2684,72.26,2.5744,0.314,0.74,49812.72,Technology,-0.6809,3.12,-0.0986
8.28,0.7,0.0498,-0.0045,59.75,1.4521,0.2984,0.63,9846.8,Technology,0.207,4.65,0.2165
42.91,1.72,0.0412,0.2483,64.3,-2.1538,0.996,1.34,12378.91,Finance,0.6845,2.54,-0.0845
4.57,2.77,0.1109,0.1512,57.83,0.875,0.5592,0.71,33616.33,Technology,-0.3245,4.4,0.1346
3.78,0.6,0.1546,0.0878,2.69,-0.7812,0.8798,0.82,1367.58,Technology,-0.084,3.78,0.139
14.58,2.7,0.1331,-0.0254,99.96,-1.3648,0.426,1.01,66845.89,Technology,1.9622,4.12,0.3
28.15,2.69,0.0606,0.0659,3.36,-2.9715,0.7227,2.27,41754.71,Technology,1.3751,4.05,0.2524
46.86,2.92,0.0795,0.1084,39.51,1.9438,0.2866,1.39,13051.19,Healthcare,-1.1829,2.21,-0.3
8.44,3.42,0.0294,0.2349,10.51,-2.7277,0.9118,0.68,20666.38,Healthcare,0.2992,1.95,-0.0069
28.87,6.18,0.102,-0.0529,9.69,-0.1039,0.4551,1.08,83278.66,Finance,-1.9586,4.91,-0.3
11.81,1.33,0.206,0.0406,79.35,-1.8926,0.8037,2.28,2470.86,Finance,0.4606,3.95,0.2062
10.61,1.76,0.1197,0.0867,42.59,1.5517,0.2558,1.36,30415.69,Technology,-0.8508,2.46,-0.198
24.7,1.28,0.1888,0.1794,80.11,-0.6687,0.6936,0.45,265325.98,Consumer,-0.2029,3.22,-0.041
20.53,1.65,0.2364,-0.0563,27.28,-0.2689,0.4052,0.63,29180.4,Technology,0.5822,4.1,0.1979
3.45,4.14,0.073,-0.1175,25.65,-0.2015,0.0314,0.61,5193.76,Technology,0.2752,1.22,-0.0937
39.7,0.74,0.1051,0.1811,25.12,0.6051,0.413,2.06,836022.98,Finance,-0.815,1.4,-0.3
36.75,0.98,0.2937,-0.1477,61.61,0.026,0.55,1.87,12856.81,Energy,-1.3324,1.1,-0.3
7.39,3.77,0.2355,0.2727,81.5,-0.0865,0.1518,0.73,132877.54,Finance,0.4192,1.66,0.0797
16.72,3.04,-0.0138,0.0566,45.23,-1.0368,0.1839,0.72,3487.49,Healthcare,-0.7158,1.48,-0.3
18.09,1.33,0.151,-0.1521,37.92,-3.1495,0.4649,1.02,68569.63,Finance,-0.2525,2.85,-0.1262
15.01,2.75,0.12,0.0079,97.36,-2.2371,0.3427,1.04,2716.64,Energy,-1.2274,2.15,-0.3
7.84,2.02,0.1861,0.1369,11.68,1.437,0.4407,0.62,15471.71,Technology,-2.2952,1.18,-0.3
7.12,4.06,0.0604,0.0001,48.66,-0.6116,0.4608,0.88,2407.92,Energy,0.6205,2.8,0.1395
11.94,1.72,0.0528,0.083,40.85,-1.328,0.1401,0.48,363055.85,Finance,-0.4625,3.31,-0.0533
31.13,3.05,0.0659,0.191,9.81,-2.8115,0.1812,1.89,5206.89,Consumer,-0.7709,2.48,-0.3
18.82,8.05,0.0742,0.0497,26.82,-3.4393,0.8482,0.41,883.72,Healthcare,1.3842,2.04,0.1351
9.06,2.36,0.1852,-0.0606,2.84,-1.4064,0.1627,0.41,9800.97,Energy,0.8102,2.56,0.1439
22.59,1.7,0.0255,0.0352,87.7,1.7761,0.6659,1.24,23722.75,Finance,0.3958,3.08,-0.0088
1.25,2.54,0.0702,0.2922,60.78,-1.1141,0.4185,0.54,7683.25,Technology,0.0974,2.74,0.1123
30.54,1.32,-0.0231,0.3328,81.5,0.801,0.9682,0.78,1592.98,Finance,-1.3328,1.37,-0.3
3.03,6.91,0.2006,-0.223,52.16,-1.2061,0.0661,1.03,64513.75,Technology,0.5514,2.83,0.1277
9.12,1.84,0.2217,0.2437,59.95,1.2777,0.8304,1.4,100544.94,Consumer,1.2589,3.88,0.3
4.97,1.4,0.0938,0.1175,70.09,-0.7035,0.4914,0.9,300.09,Healthcare,-0.0335,4.28,0.1976
4.32,1.0,0.0962,0.2186,90.8,-2.4638,0.0054,2.43,1402.41,Energy,1.1738,2.76,0.2982
30.84,3.18,0.1563,-0.0026,9.18,-0.5379,0.2637,1.0,5890.79,Finance,-0.8626,4.98,-0.0847
8.38,2.77,0.238,-0.1852,33.09,3.668,0.4077,1.81,2802.17,Finance,-1.4956,4.37,-0.134
16.07,1.22,0.1527,0.1677,70.9,3.5798,0.3142,1.15,23200.04,Energy,-0.6144,1.86,-0.2258
11.73,2.33,0.0642,-0.0611,95.84,0.9731,0.3624,2.9,320922.33,Technology,0.2243,2.83,0.0176
17.84,0.67,-0.0095,-0.1282,98.08,-0.2741,0.9167,1.7,3782.62,Healthcare,0.0036,2.18,-0.1847
12.95,1.84,0.0308,-0.1178,63.81,0.6078,0.3609,1.02,189746.53,Consumer,-0.2856,3.2,-0.097
4.36,2.16,0.1259,0.1701,19.36,0.6337,0.4188,1.37,429.81,Energy,0.5316,1.9,0.0989
27.03,4.59,0.0676,0.1009,11.92,-0.0798,0.7611,0.88,20163.51,Healthcare,-0.1068,1.14,-0.2959
8.21,1.04,0.1356,0.1974,94.6,0.8819,0.7938,0.87,2466.55,Finance,-1.406,4.62,-0.0372
3.51,0.77,0.0758,0.1804,43.39,0.4165,0.0841,0.52,21052.61,Healthcare,0.5025,3.08,0.1819
8.65,0.96,0.0353,0.0169,19.48,-0.6319,0.7041,0.67,241.38,Consumer,-0.6509,4.66,0.0589
40.47,0.74,0.0258,0.0694,93.39,-2.3905,0.4826,2.8,619.69,Healthcare,0.1455,1.47,-0.3
24.05,3.68,0.245,0.0033,10.45,-0.9201,0.1339,0.55,20965.32,Finance,-0.3753,1.61,-0.2447
9.22,4.18,0.1911,0.0485,72.96,1.599,0.2647,0.72,2298.47,Consumer,-1.4127,1.91,-0.3
9.21,2.0,0.2584,-0.0651,62.53,-0.0629,0.045,0.95,4246.14,Consumer,0.347,2.83,0.1016
9.42,3.43,0.1632,0.1386,8.77,0.6006,0.3602,0.97,318880.07,Consumer,-0.6586,4.52,0.0906
64.16,1.79,0.0856,0.2413,33.87,-0.566,0.2554,1.21,10669.48,Finance,-0.9302,3.6,-0.3
16.54,1.56,0.2259,-0.0425,14.99,-2.1192,0.3821,0.79,49169.71,Technology,-0.4426,1.22,-0.2699
17.18,1.35,0.1174,0.2722,60.45,-0.4773,0.5803,1.25,1774.82,Finance,0.3776,2.63,0.0699
27.78,1.37,0.1377,0.097,47.71,-2.0449,0.7323,1.77,554.24,Technology,0.0225,3.89,0.028
14.75,0.65,0.1166,0.1162,0.43,-2.1726,0.6054,1.88,6894.85,Technology,-1.0556,2.29,-0.2659
9.9,1.93,-0.1158,-0.1749,97.57,2.4113,0.6784,0.87,411.19,Finance,-0.3595,2.97,-0.1845
10.41,1.61,0.2484,-0.1911,34.96,-0.8402,0.8656,1.36,2003.84,Healthcare,0.4755,3.85,0.2025
11.5,2.58,0.1593,0.1016,25.82,-1.483,0.8738,0.56,13036.5,Finance,-0.0206,4.86,0.2236
11.83,1.74,0.1464,0.1985,22.24,3.2359,0.8607,0.7,6486.5,Consumer,-0.9769,2.33,-0.1958
21.8,1.5,0.1151,-0.0207,15.88,1.63,0.1532,0.56,15820.13,Healthcare,0.7332,3.98,0.1768
12.7,0.98,0.1331,0.3305,99.91,-0.743,0.2511,0.98,26920.32,Energy,1.4385,3.99,0.3
21.89,1.72,0.0722,0.1902,29.51,0.8553,0.5023,0.65,741.41,Energy,-0.5159,3.17,-0.1247
11.42,2.57,0.1693,-0.0563,40.55,-0.4716,0.3587,0.47,1231.68,Energy,-0.0919,4.25,0.1035
12.97,0.83,0.0154,0.0846,87.14,-1.3854,0.1317,0.82,103.84,Consumer,0.4919,3.14,0.0978
2.46,1.74,0.1349,0.4515,64.19,0.9494,0.2878,0.42,3862.05,Consumer,-0.234,3.5,0.1551
25.36,1.9,0.1649,-0.1064,36.87,-0.6486,0.9754,1.94,35366.2,Technology,0.5442,4.35,0.1642
16.07,1.07,0.1041,0.1592,89.83,0.151,0.3469,0.76,159939.95,Consumer,-1.3235,2.91,-0.2693
27.07,1.16,0.1497,0.0316,74.97,2.0427,0.4189,1.64,11860.44,Technology,-0.0264,2.91,-0.116
1.2,1.89,0.0407,0.186,22.79,1.8224,0.0064,0.78,126305.36,Energy,0.9036,3.36,0.3
64.76,0.84,0.0427,0.2701,64.37,-1.1002,0.7194,0.55,17459.76,Finance,-1.1196,4.22,-0.3
10.9,2.03,0.1389,0.0221,92.24,0.9721,0.4136,1.8,10045.69,Finance,-0.1676,1.51,-0.1687
29.56,0.96,0.1743,0.2478,49.65,-2.2557,0.1031,1.05,2386.11,Consumer,-1.2909,4.08,-0.2099
5.3,3.12,-0.03,0.4132,73.36,0.9008,0.9686,2.57,68.7,Energy,-0.0728,2.18,-0.0226
19.89,6.7,0.1618,0.0899,97.11,0.297,0.7774,0.79,93561.94,Energy,0.8141,1.28,-0.0484
5.24,0.98,0.0765,0.1977,69.04,0.758,0.7262,0.8,7284.83,Technology,-0.3214,4.17,0.1328
7.4,2.27,0.1046,-0.0086,10.24,-0.5949,0.9579,1.65,130169.54,Technology,0.7711,1.58,0.0336
56.33,1.07,0.0128,0.0829,24.46,4.1681,0.4075,1.66,1212.86,Energy,1.0243,1.85,-0.2247
10.46,3.08,0.0519,0.0535,59.51,-1.8026,0.7185,1.08,1043029.92,Consumer,-1.7667,3.82,-0.2698
14.5,0.77,0.1973,0.1995,27.56,1.9431,0.2062,5.3,4926.7,Consumer,-0.7328,3.26,-0.0572
24.44,2.2,0.1226,0.2607,95.75,-2.0634,0.6971,0.87,2029.66,Energy,-1.3192,4.68,-0.1252
18.11,0.98,0.0894,0.0636,40.54,1.0087,0.0141,0.53,5276.17,Finance,0.1033,4.82,0.1639
13.74,1.46,0.1107,0.31,45.72,1.1516,0.1263,0.61,11394.81,Finance,1.0537,2.26,0.1775
16.31,0.89,0.1591,0.3095,70.16,0.11,0.4253,0.87,7045.86,Technology,0.2984,2.3,0.0427
83.32,2.7,0.1552,0.207,52.42,-0.9906,0.0121,2.14,2890.95,Energy,0.3984,1.84,-0.3
11.63,1.0,0.114,0.0026,38.21,0.2823,0.462,0.91,219.89,Finance,-0.4016,3.07,-0.0733
14.31,2.3,0.2074,-0.0118,7.66,0.534,0.5228,2.19,1621.89,Consumer,0.6544,2.51,0.1052
28.23,1.34,0.1976,-0.0419,59.64,3.5799,0.6216,1.24,69485.36,Healthcare,0.1953,1.06,-0.2585
29.5,1.54,0.1531,0.2224,86.76,-1.7447,0.1004,1.72,1394.87,Healthcare,1.2365,2.58,0.1294
31.49,1.8,0.1244,-0.1018,68.58,-1.1118,0.181,1.21,261.41,Energy,0.1738,1.25,-0.2917
20.31,1.04,0.1726,0.1815,38.15,0.5695,0.6133,1.21,981.42,Technology,-1.4704,4.2,-0.1752
4.88,1.87,0.1451,-0.0822,12.77,-0.5121,0.6582,1.46,6786.61,Healthcare,-1.2274,4.72,-0.0276
45.0,4.13,0.2049,0.2035,81.63,-0.2001,0.0259,0.75,1775.0,Consumer,-1.1208,2.18,-0.3
4.87,1.03,0.192,0.0826,94.17,2.1407,0.5404,0.76,4630.06,Consumer,-0.5668,3.6,0.0368
15.52,3.33,0.0385,0.28,38.83,-5.6405,0.785,1.19,1641.05,Consumer,1.511,1.35,0.1657
6.66,4.05,0.0331,0.2512,72.86,-1.1959,0.0691,2.64,61052.4,Healthcare,1.1504,2.45,0.2438
11.57,1.01,0.0639,0.2953,41.08,-3.4847,0.4132,0.46,21627.03,Finance,0.4268,3.3,0.1608
15.85,0.69,0.1981,0.2991,50.23,-2.3916,0.3265,0.36,684140.88,Consumer,0.7891,1.42,0.0602
15.75,1.98,-0.0061,0.1015,83.65,4.8092,0.9137,0.88,3776.52,Technology,0.7007,2.51,0.0499
17.07,1.19,0.1516,-0.0938,8.34,1.1963,0.1858,1.67,4583.61,Energy,1.0388,4.82,0.3
44.3,5.06,0.149,-0.0779,53.03,1.9031,0.3184,1.03,86422.56,Energy,-1.0369,1.66,-0.3
17.51,1.68,0.213,-0.233,21.46,-0.1611,0.8984,0.56,17712.34,Energy,1.2814,3.48,0.2515
10.02,1.02,0.1344,-0.0825,33.98,1.5174,0.3307,1.04,1232.73,Finance,0.0958,4.33,0.1448
26.34,0.83,0.0125,0.0903,64.44,-3.5331,0.5313,0.42,24657.65,Energy,0.3216,4.08,0.0787
31.55,3.17,0.0433,-0.0039,2.72,2.0766,0.033,1.37,17908.98,Energy,1.1213,4.09,0.1737
4.56,1.17,0.0254,0.053,59.38,-1.6397,0.9849,0.86,224.17,Healthcare,0.2814,1.24,-0.0834
19.65,1.69,0.077,0.1539,28.34,-1.0626,0.8249,0.96,2202.57,Finance,-0.8668,4.89,-0.0397
21.35,2.93,0.1054,0.0344,66.95,1.0103,0.6344,1.24,11856.61,Finance,-0.1697,3.91,-0.0059
9.6,1.23,0.0268,-0.0883,14.16,0.6329,0.0608,1.11,146174.94,Healthcare,0.7096,4.82,0.3
36.62,1.6,0.2377,0.072,73.58,0.1692,0.0749,0.76,32728.35,Technology,-0.5986,4.92,-0.0322
10.8,1.63,0.014,-0.0548,64.56,-2.7262,0.545,1.68,2622.57,Energy,-0.5696,2.43,-0.2122
13.47,2.48,0.2277,0.0394,97.12,0.1996,0.2851,1.49,1965.69,Technology,0.3449,3.17,0.1242
10.61,2.35,0.2148,0.2814,91.12,1.9211,0.6228,0.41,39953.3,Healthcare,0.182,3.92,0.2013
12.34,1.44,0.1919,0.0394,28.33,-1.065,0.5982,0.89,63.27,Healthcare,-0.6423,4.4,0.031
5.07,1.71,0.0645,0.3456,2.73,2.6299,0.8387,0.58,1611.37,Healthcare,1.3393,4.88,0.3
3.85,1.32,0.1474,0.2947,65.54,-1.7454,0.2814,0.53,135756.21,Healthcare,0.2105,4.9,0.3
43.62,0.68,0.0178,-0.0069,60.29,0.0131,0.5779,1.31,14671.1,Consumer,-2.1453,2.31,-0.3
6.19,1.92,0.1929,-0.0867,2.74,3.0707,0.7774,0.81,1776.99,Healthcare,0.4135,3.72,0.2065
5.51,5.13,0.1141,0.0721,12.27,-1.3628,0.4908,0.93,732.04,Technology,0.6537,1.59,0.0563
2.18,0.97,0.0873,0.253,58.47,2.108,0.8306,0.72,43454.48,Healthcare,0.7003,4.24,0.3
7.31,1.04,0.0221,0.0065,91.18,3.9493,0.1313,1.2,9467.52,Technology,-0.4263,1.64,-0.2015
4.23,0.98,-0.0782,0.2162,90.65,0.3421,0.7339,1.4,5232.16,Healthcare,-0.9353,4.56,0.0001
45.31,2.55,0.0369,0.2613,15.15,-1.054,0.943,2.96,17119.29,Healthcare,0.0379,4.92,0.0103
27.33,2.16,0.209,-0.0361,38.46,-1.5455,0.3319,0.91,11262.07,Consumer,0.1949,1.35,-0.2261
7.03,1.5,0.0878,-0.0214,4.32,2.6092,0.3663,0.48,9660.61,Healthcare,0.7631,3.05,0.1871
73.84,0.95,0.1065,0.1869,46.93,2.5534,0.0835,0.78,573.42,Energy,0.338,2.06,-0.3
26.72,1.74,0.1724,0.1028,75.31,2.8986,0.6415,1.53,1040.18,Consumer,1.104,2.88,0.1467
9.39,0.64,0.2645,-0.0229,79.0,-0.0657,0.5525,0.68,36190.82,Consumer,1.1511,2.18,0.2017
1.65,1.8,0.226,0.0272,49.9,2.0756,0.0403,0.48,24792.66,Energy,0.0167,1.26,-0.0495
76.15,2.78,0.0422,0.0694,9.59,-0.0977,0.7522,0.69,17400.25,Consumer,-0.968,2.58,-0.3
4.01,0.78,-0.0354,-0.1547,38.14,-1.7661,0.8293,0.77,2507.33,Healthcare,1.0291,1.82,0.0769
3.27,0.66,0.3088,0.1948,93.21,2.2484,0.9071,0.58,37435.69,Energy,0.58,3.2,0.2883
27.61,4.25,0.3015,0.0082,22.96,3.2677,0.5457,1.11,3860.34,Healthcare,-0.9897,3.72,-0.1652
85.78,1.14,0.1351,-0.3376,31.98,-2.0412,0.4526,0.96,109432.91,Consumer,-0.2281,2.62,-0.3
36.87,3.26,0.0184,0.0764,74.68,-2.0789,0.8761,1.48,1819.57,Finance,-1.014,1.81,-0.3
19.13,1.5,0.1971,-0.0312,73.36,0.08,0.3987,0.8,2833.94,Energy,-1.9362,1.77,-0.3
19.61,1.5,0.1114,0.3333,91.22,1.9123,0.6554,1.32,5985.54,Technology,-0.9761,1.01,-0.3
24.11,2.14,0.111,-0.0078,38.81,-2.2676,0.6154,0.78,44117.02,Consumer,-2.139,3.81,-0.3
22.36,0.97,0.1916,-0.0846,51.46,0.454,0.3722,0.57,7554.09,Finance,0.4716,2.01,-0.0685
15.26,1.79,0.1467,0.1562,46.74,-1.1809,0.0869,0.76,8737.37,Consumer,0.0503,4.88,0.2329
13.24,1.31,0.0251,-0.0191,92.78,1.4017,0.0214,0.45,3702.7,Healthcare,-0.8392,3.99,-0.1078
11.59,0.75,0.094,-0.0369,76.93,-1.5958,0.4282,2.45,13851.99,Healthcare,0.7274,2.18,0.0623
6.66,2.02,0.1729,0.1564,83.14,1.5436,0.4812,1.07,7034.2,Healthcare,-1.4303,1.64,-0.3
9.73,1.41,0.1608,-0.0761,13.31,-0.3164,0.8227,0.67,1688.16,Finance,1.2425,3.5,0.3
3.14,1.5,0.141,-0.1386,79.18,-1.8743,0.4144,0.83,10452.36,Healthcare,-0.4565,4.46,0.091
11.26,0.8,0.1947,0.3389,43.3,0.1274,0.2812,0.29,10955.73,Consumer,0.4322,3.34,0.2009
5.52,4.28,0.0911,0.1669,2.33,-3.8759,0.4621,2.05,890556.03,Consumer,-1.044,1.04,-0.3
5.04,2.79,0.1343,0.0404,6.01,-1.1182,0.238,1.95,2387.37,Consumer,0.1222,4.15,0.1898
14.07,2.94,-0.15,0.0795,67.79,0.6748,0.0914,1.06,1512.09,Energy,-0.1074,4.86,0.0925
37.1,1.37,0.084,0.1559,37.2,-3.5435,0.113,1.17,14158.47,Consumer,-0.2938,1.19,-0.3
25.4,0.58,0.1811,0.226,86.81,-5.1423,0.3192,0.53,1112.46,Healthcare,-0.4631,4.24,0.0048
3.47,5.32,0.0888,-0.0334,73.43,-4.6787,0.0127,0.55,947.57,Energy,0.4015,3.88,0.199
5.52,1.59,0.0827,0.1349,2.17,2.6543,0.2202,0.43,457.69,Energy,-0.8894,2.59,-0.1458
25.86,1.05,0.0367,0.004,68.69,-0.1535,0.7875,0.92,1721.33,Energy,-1.9669,3.54,-0.3
5.55,2.12,0.2003,0.0517,19.24,-1.0649,0.2346,1.7,1808.45,Energy,-0.0668,1.64,-0.057
10.18,3.32,0.1639,0.1041,42.26,1.8903,0.1107,0.83,622.33,Finance,1.0621,3.88,0.3
18.92,1.63,0.186,0.079,62.47,-0.8089,0.9491,1.19,4911.98,Consumer,-1.684,3.32,-0.2921
5.61,3.55,-0.0181,0.1903,87.27,0.5369,0.6225,1.63,71.38,Finance,0.082,1.35,-0.1078
13.25,3.16,0.1072,0.1531,45.61,0.0515,0.06,0.44,21666.69,Technology,-0.0022,4.47,0.1487
4.19,0.86,0.0976,-0.1462,80.85,-0.942,0.0622,2.52,2660.88,Finance,0.5432,1.51,-0.0185
7.53,1.1,0.0976,-0.1237,78.3,0.5883,0.6121,1.78,3570.4,Energy,0.0938,2.75,-0.0132
15.73,2.93,0.0707,0.0245,41.45,1.5465,0.5401,1.29,26206.17,Consumer,-0.6949,1.52,-0.3
3.41,0.32,0.0923,0.3543,50.1,-0.3698,0.0684,1.59,17042.88,Consumer,-1.6165,3.58,-0.1281
17.33,1.51,0.188,-0.0477,70.05,-0.9211,0.2243,1.63,2298.9,Healthcare,0.0872,3.95,0.0946
11.99,0.7,-0.033,0.0488,3.11,-0.685,0.929,1.16,20001.88,Finance,-0.677,4.79,0.0043
18.95,1.24,0.2622,-0.0005,89.08,-4.5958,0.572,2.04,179474.64,Consumer,-0.86,2.01,-0.2704
14.57,1.38,0.1587,-0.0031,76.98,0.5661,0.4403,0.8,1070.23,Technology,0.0921,2.47,-0.037
36.28,1.33,0.1166,0.1067,24.94,-2.4182,0.2502,1.26,36590.7,Technology,-1.0857,2.55,-0.3
13.47,1.18,0.1925,0.2901,98.12,1.2594,0.1337,1.94,874.62,Finance,0.1183,1.39,-0.0549
8.64,0.85,0.0039,0.1484,17.94,-0.1808,0.4026,0.26,85037.88,Healthcare,0.534,4.23,0.2586
13.43,6.52,0.0668,-0.0405,91.41,0.2102,0.9224,1.24,1951.09,Technology,-1.5038,1.33,-0.3
18.81,5.06,0.1103,0.493,32.45,1.4007,0.0487,1.44,1807.6,Healthcare,0.9646,2.35,0.1849
12.67,0.82,0.2292,0.0918,76.31,-1.853,0.991,0.43,80694.06,Finance,-0.0314,1.76,-0.0917
12.58,4.26,0.1163,-0.0066,45.64,0.7385,0.2078,1.15,34308.55,Consumer,1.0193,3.66,0.2864
6.95,1.3,0.156,0.2918,73.65,0.5352,0.4088,0.67,2083.52,Healthcare,-0.3174,4.62,0.2148
7.17,1.78,0.0728,0.0096,15.58,-0.3696,0.0451,1.22,10453.97,Technology,1.8439,3.99,0.3
3.97,1.59,0.1589,0.3294,26.95,-1.8564,0.5848,0.95,1958.82,Healthcare,1.4673,4.1,0.3
49.39,1.11,0.2542,-0.0506,9.99,1.1905,0.4836,0.62,335.13,Consumer,-0.0085,1.31,-0.3
4.5,2.98,0.1996,0.2945,86.51,1.4069,0.6667,1.74,11832.09,Consumer,-0.1596,3.96,0.1928
7.0,1.78,0.1135,0.1102,29.63,0.2272,0.5427,0.81,3972.52,Technology,-2.4149,1.25,-0.3
6.86,1.24,0.174,0.2737,69.45,-2.1406,0.3982,1.14,1222.11,Healthcare,-0.206,2.94,0.0569
24.93,0.75,0.1662,0.3653,82.02,-1.0549,0.7378,1.93,110131.48,Healthcare,0.273,3.77,0.1183
9.62,0.96,0.1605,-0.0899,90.14,-0.1207,0.025,0.63,1307.61,Energy,-0.0162,2.02,-0.0917
33.06,0.62,0.209,0.2714,10.63,1.377,0.541,1.0,10807.09,Technology,0.1834,3.73,0.0469
7.11,1.66,0.2084,-0.1313,89.3,-3.167,0.1139,0.78,70250.53,Healthcare,0.4857,4.52,0.2944
15.23,0.8,0.1098,-0.0771,19.73,-1.1276,0.436,0.87,4855.61,Finance,-0.2991,4.51,0.0756
6.24,1.41,0.1714,-0.0405,73.69,-0.8053,0.7911,2.94,1866.18,Energy,0.2138,1.77,-0.0318
67.77,3.75,0.0894,0.1555,72.88,-0.1664,0.1425,1.26,14698.44,Technology,-0.6361,2.1,-0.3
4.71,3.39,0.0462,0.085,0.85,-2.6027,0.9358,1.17,20158.87,Consumer,-1.2151,3.66,-0.1372
15.61,1.62,0.0984,0.0549,22.06,-0.4351,0.8885,1.3,46775.81,Technology,1.6639,4.37,0.3
20.23,1.56,0.1139,0.1019,49.19,-0.621,0.4149,1.24,341949.69,Finance,-1.1963,2.82,-0.2917
16.96,5.09,-0.0129,0.1687,42.0,-2.0752,0.006,0.4,3246.78,Finance,-0.2701,4.69,0.08
10.5,2.25,0.1888,0.1802,91.86,-0.2359,0.7897,3.15,11988.56,Consumer,0.7486,3.3,0.2585
10.98,1.35,-0.1014,0.2441,35.97,-1.0823,0.8809,0.48,640.03,Consumer,-0.2595,2.05,-0.1478
12.62,0.7,0.3372,0.353,93.7,0.9912,0.1747,2.38,30722.61,Consumer,0.5685,1.08,0.0545
10.83,2.09,0.2402,0.0768,45.94,-1.7707,0.9162,1.36,11701.04,Energy,1.0751,4.23,0.3
26.34,2.71,0.0991,0.0018,96.44,0.1797,0.9141,1.09,5668.17,Finance,0.0724,1.37,-0.2289
71.41,1.13,0.1208,0.172,73.74,-1.6168,0.4713,0.86,2354.02,Consumer,0.461,1.31,-0.3
7.8,1.96,0.1442,-0.0916,82.93,-1.1995,0.798,3.68,4036.55,Finance,0.5551,4.11,0.2481
4.07,1.33,0.0729,-0.0218,10.49,0.5946,0.4449,1.35,12999.5,Energy,-0.8413,1.13,-0.3
11.35,1.48,0.1354,0.2299,58.61,0.4694,0.564,1.01,1173.4,Energy,-1.3911,4.37,-0.0926
95.94,0.37,0.1085,0.0614,14.27,-0.834,0.3198,0.77,4384.19,Finance,2.0151,3.39,-0.0995
6.4,1.44,0.1125,-0.1012,29.76,-0.5388,0.1595,0.72,8377.93,Consumer,0.436,3.55,0.1592
45.21,2.95,0.1345,-0.1435,62.36,-2.9072,0.7465,1.03,372.69,Technology,-0.8664,4.75,-0.2272
46.63,1.13,0.0149,0.0873,72.62,2.8055,0.0014,0.63,989.7,Healthcare,2.0903,4.47,0.3
7.82,1.7,0.1232,0.2513,3.92,1.3749,0.5796,1.4,2164.6,Finance,-1.4869,1.3,-0.3
19.21,1.05,0.1331,0.2493,53.09,1.3029,0.8647,0.72,186551.66,Energy,-0.8757,4.41,-0.0274
44.82,2.05,0.1303,0.0966,56.53,-3.1901,0.2213,1.65,1538.48,Consumer,-0.4695,3.67,-0.2022
9.0,1.45,0.1027,0.3813,7.88,-1.191,0.3329,1.63,7247.54,Healthcare,0.9784,2.27,0.2475
10.35,0.94,0.211,0.0643,50.07,-0.6691,0.5875,0.97,1011.18,Finance,-0.3893,4.41,0.1226
7.65,3.67,0.0917,0.0592,71.38,-3.8621,0.2469,1.34,1715.04,Technology,-0.1039,1.09,-0.1821
5.41,2.88,0.1382,-0.3051,5.32,1.7799,0.8475,1.37,453.95,Technology,-1.2298,4.35,-0.1322
7.25,1.15,0.2238,0.0129,76.03,2.9078,0.3666,0.48,30964.75,Energy,-0.1685,3.48,0.079
4.58,2.22,0.1136,0.2078,57.64,4.1239,0.5816,2.38,571.87,Energy,-0.2748,2.04,-0.0568
12.52,2.28,0.1372,0.3146,83.32,-2.0918,0.2261,0.88,49713.01,Energy,-1.5967,1.02,-0.3
